,manufacturer,main_type,built_year,first_registration_date,has_all_wheel_drive,horsepower,handover_key_count,length,width,height,mileage,kw,predict,evaluation_datetime,fuel,gear,ac,gps,color
1572,BMW,5,  2010_year ,3/18/2010,,148,2,3750,2164,1635,145799,109,,6/5/2018 15:59,Diesel,Auto_or_Hybrid,Auto,Big,red
1573,Citroen,500,  2009_year ,6/16/2009,,247,2,3889,1903,1440,131887,182,,6/27/2018 10:50,Diesel,Auto_or_Hybrid,Auto,Big,silver
1574,Citroen,207,  2007_year ,5/4/2007,,175,1,3598,2087,1491,297095,128,,11/2/2018 10:33,Diesel,Auto_or_Hybrid,Auto,Big,red
1575,Fiat,5er,  2012_year ,5/24/2012,,159,2,4110,2122,1557,51511,118,,5/31/2018 11:37,Benzin,Auto_or_Hybrid,Auto,Big,white
1576,Fiat,C-Klasse,  2001_year ,8/23/2001,,192,1,3673,2158,1426,210391,141,,6/1/2018 18:09,Benzin,Manual,Auto,Big,brown
1577,MINI,Astra,  2012_year ,12/5/2012,0,190,2,4126,1981,1365,92379,140,,7/2/2018 12:41,Diesel,Manual,Auto,Big,gray
1578,Citroen,M-Klasse,  2011_year ,3/8/2012,,204,2,3952,2247,1421,103433,149,,6/18/2018 13:37,Diesel,Auto_or_Hybrid,Auto,Big,black
1579,Kia,Golf V,  2012_year ,11/5/2012,,157,2,3611,2028,1498,223938,116,,5/14/2018 15:55,Diesel,Manual,Auto,Big,red
1580,Land Rover,A5,  2003_year ,2/27/2003,,138,2,3536,2172,1428,407096,102,,10/7/2018 18:16,Diesel,Manual,Auto,,red
1581,Land Rover,Civic,  2006_year ,4/20/2006,1,174,2,3649,2227,1463,267841,128,,6/7/2018 9:11,Diesel,Auto_or_Hybrid,Auto,Big,red
1582,Kia,Evoque,  2013_year ,3/21/2013,,173,2,3778,2183,1488,35477,127,,5/20/2018 13:16,Benzin,Manual,Auto,,purple
1583,Dacia,Kuga,  2002_year ,10/10/2003,,105,2,3671,2409,1413,294687,78,,4/10/2018 11:00,Diesel,Manual,Auto,,red
1584,BMW,Q5,  2012_year ,5/22/2012,,89,2,3701,2296,1480,83615,66,,5/14/2018 14:49,Benzin,Manual,Auto,,purple
1585,Land Rover,C-Max,  2008_year ,12/16/2008,1,148,2,3539,2294,1421,111972,109,,8/25/2018 14:56,Diesel,Manual,Auto,Big,purple
1586,Citroen,M-Klasse,  2017_year ,4/12/2017,,144,2,3985,1875,1440,19658,105,,6/30/2018 12:15,Diesel,Manual,Auto,Big,red
1587,Fiat,C5,  2010_year ,12/6/2010,,172,2,4055,1867,1464,112285,126,,9/14/2018 11:21,Diesel,Auto_or_Hybrid,Auto,Big,red
1588,Land Rover,A5,  2013_year ,9/16/2013,,138,2,3823,1984,1436,92220,101,,6/28/2018 15:05,Diesel,Manual,Auto,Big,brown
1589,BMW,Twingo,  2011_year ,4/8/2011,,109,2,3804,1970,1683,157182,80,,7/9/2018 17:08,Diesel,Manual,Auto,Big,red
1590,Hyundai,Meriva,  2006_year ,1/31/2006,,95,2,3610,2289,1530,116814,70,,5/23/2018 10:39,Benzin,Manual,Auto,,red
1591,BMW,i30,  2007_year ,7/10/2007,,103,2,3428,2300,1833,250758,75,,4/16/2018 15:28,Diesel,Auto_or_Hybrid,Manual,,black
1592,Land Rover,V 70,  2009_year ,10/14/2009,1,229,2,3990,1816,1653,115240,169,,6/22/2018 14:50,Benzin,Manual,Auto,Big,white
1593,Kia,Evoque,  2009_year ,8/13/2009,,82,2,3676,2365,1488,111183,61,,5/26/2018 11:13,Benzin,Manual,Manual,,purple
1594,BMW,5,  2010_year ,3/1/2010,,117,2,3673,2067,1635,211670,86,,4/26/2018 13:27,Diesel,Manual,Manual,Big,brown
1595,Fiat,C-Klasse,  2007_year ,6/7/2007,,180,2,3866,2113,1447,115184,131,,9/26/2018 11:33,Benzin,Manual,Auto,Big,red
1596,BMW,CR-V,  2006_year ,1/23/2007,,83,1,3542,2280,1479,137416,61,,5/31/2018 12:52,Benzin,Manual,Auto,,brown
1597,Ford,cee'd,  2010_year ,1/25/2011,,119,1,3603,2094,1670,141312,88,,4/14/2018 15:14,Diesel,Manual,Manual,Big,brown
1598,Suzuki,Touran,  2008_year ,11/26/2008,,117,1,3808,2162,1496,72913,86,,5/12/2018 15:15,Benzin,Auto_or_Hybrid,Auto,,brown
1599,BMW,Q5,  2010_year ,11/5/2010,,188,2,3836,1877,1469,44740,138,,7/1/2018 9:20,Benzin,Manual,Auto,,white
1600,Audi,RAV 4,  2016_year ,8/16/2016,1,158,2,4134,1907,1689,28504,116,,5/2/2018 17:43,Diesel,Auto_or_Hybrid,Auto,Big,brown
1601,Audi,Avensis,  2007_year ,11/30/2007,,120,2,3767,2297,1500,194149,88,,10/14/2018 14:17,Diesel,Manual,Auto,,brown
1602,Fiat,Octavia,  2001_year ,8/7/2001,,139,2,3489,2435,1589,206208,102,,6/7/2018 15:53,Benzin,Manual,Manual,,brown
1603,Audi,1er,  2007_year ,11/21/2007,,207,2,3794,2113,1447,93514,153,,6/8/2018 17:05,Benzin,Manual,Manual,,red
1604,BMW,3er,  2001_year ,2/23/2001,,96,2,3433,2207,1439,253300,70,,5/15/2018 10:27,Benzin,Manual,,,red
1605,Land Rover,Clio,  2013_year ,3/12/2013,,225,2,4042,2012,1372,65418,166,,7/8/2018 15:55,Benzin,Auto_or_Hybrid,Auto,Big,red
1606,Suzuki,Touran,  2007_year ,9/5/2007,,104,2,3443,2434,1471,157960,76,,7/12/2018 15:34,Benzin,Manual,Auto,,black
1607,Kia,A6,  2005_year ,9/27/2005,,185,2,3722,2109,1500,120873,135,,5/1/2018 12:20,Diesel,Manual,Auto,Big,red
1608,Land Rover,A5,  2009_year ,2/26/2009,,144,2,3643,2105,1436,134209,106,,5/8/2018 16:36,Benzin,Manual,Auto,,silver
1609,Fiat,C-Klasse,  2014_year ,11/6/2014,,176,2,4284,2017,1457,34767,131,,5/29/2018 18:23,Benzin,Auto_or_Hybrid,Auto,Big,silver
1610,BMW,i30,  2008_year ,11/4/2008,,113,2,3830,2225,1833,191272,83,,5/15/2018 9:32,Benzin,Manual,Manual,,black
1611,Opel,ix35,  2011_year ,3/16/2011,,83,2,3667,2013,1470,69232,61,,9/7/2018 9:23,Benzin,Manual,Manual,,red
1612,Mercedes-Benz,Caddy,  2011_year ,8/30/2011,,68,2,3668,2241,1565,42437,51,,5/12/2018 9:44,Benzin,Auto_or_Hybrid,Auto,,purple
1613,Ford,cee'd,  2013_year ,6/27/2013,,146,2,3804,1959,1670,51724,107,,6/30/2018 15:41,Benzin,Manual,Auto,,brown
1614,BMW,Insignia,  2012_year ,2/7/2013,,109,2,3819,2058,1516,78167,80,,5/11/2018 10:16,Benzin,Manual,Auto,Big,silver
1615,Kia,A4,  2006_year ,4/24/2006,,85,1,3567,2245,1460,273389,63,,8/29/2018 15:34,Diesel,Manual,Manual,,purple
1616,Fiat,C5,  2006_year ,12/14/2006,,193,2,3683,2355,1499,327416,141,,7/3/2018 14:00,Diesel,Auto_or_Hybrid,Auto,Big,silver
1617,Toyota,Vectra,  2011_year ,9/1/2011,,72,2,3822,2173,1445,76919,52,,8/4/2018 18:12,Benzin,Manual,Manual,,brown
1618,Porsche,Golf VI,  2009_year ,4/6/2009,,76,2,3751,2123,1490,202371,56,,7/8/2018 12:48,Benzin,Manual,Manual,,purple
1619,Kia,Fiesta,  2002_year ,5/20/2003,,126,2,3698,2116,1684,217231,92,,5/8/2018 8:53,Benzin,Manual,Manual,,silver
1620,Fiat,C-Klasse,  2009_year ,5/26/2009,,145,2,3834,2325,1463,262358,107,,6/28/2018 11:47,Diesel,Auto_or_Hybrid,Auto,Big,red
1621,Kia,Evoque,  2010_year ,8/18/2010,,93,2,3595,2068,1488,90738,68,,6/2/2018 10:33,Diesel,Manual,Manual,,brown
1622,Seat,X5,  2011_year ,5/5/2011,1,218,2,4009,1992,1713,109366,161,,9/24/2018 16:35,Diesel,Auto_or_Hybrid,Auto,Big,red
1623,Land Rover,Clio,  2009_year ,8/7/2009,,206,2,4028,1931,1372,98872,152,,7/5/2018 11:29,Benzin,Auto_or_Hybrid,Auto,Big,white
1624,Land Rover,A5,  2001_year ,6/8/2001,,109,2,3558,2341,1421,83602,80,,5/12/2018 11:20,Benzin,Manual,Auto,,brown
1625,Dacia,Kuga,  2013_year ,11/8/2013,,138,2,4057,2048,1450,115117,101,,7/6/2018 16:08,Diesel,Auto_or_Hybrid,Auto,Big,red
1626,Porsche,Golf Plus,  2017_year ,5/22/2017,,77,2,3941,1948,1488,25203,56,,11/2/2018 18:57,Benzin,Manual,Auto,,purple
1627,Toyota,Vectra,  2013_year ,7/15/2013,,108,2,3779,2074,1428,48758,79,,7/26/2018 15:28,Benzin,Manual,Auto,Big,white
1628,BMW,CR-V,  2008_year ,3/3/2008,,128,2,3734,2336,1513,150353,94,,7/20/2018 13:44,Benzin,Manual,Auto,,white
1629,BMW,Q5,  2009_year ,9/21/2009,,147,2,3817,2209,1480,206362,109,,7/18/2018 15:18,Benzin,Auto_or_Hybrid,Manual,,purple
1630,Kia,A4,  2013_year ,10/21/2013,,171,2,3659,2218,1535,124917,126,,5/28/2018 16:52,Diesel,Manual,Auto,Big,red
1631,BMW,CR-V,  2007_year ,10/15/2007,,220,2,3875,2278,1466,67986,162,,8/19/2018 12:05,Benzin,Manual,Auto,Big,brown
1632,Nissan,Superb,  2010_year ,3/18/2010,0,146,2,3795,2277,1675,220784,107,,10/28/2018 19:08,Benzin,Auto_or_Hybrid,Auto,,white
1633,Smart,Punto,  2013_year ,4/19/2013,,83,2,3667,2053,1407,115862,61,,4/24/2018 12:25,Diesel,Manual,Auto,,red
1634,Mercedes-Benz,Caddy,  2015_year ,2/4/2016,,78,2,3848,2325,1555,27482,58,,9/10/2018 10:55,Benzin,Manual,Auto,Big,brown
1635,BMW,Insignia,  2013_year ,7/8/2013,,128,2,3905,1860,1516,58773,95,,4/27/2018 13:30,Benzin,Manual,Auto,,brown
1636,Fiat,C5,  2004_year ,12/22/2004,,148,1,3649,2168,1496,365102,108,,6/5/2018 14:50,Diesel,Auto_or_Hybrid,Auto,Big,red
1637,BMW,Insignia,  2007_year ,2/14/2007,,169,2,3583,2362,1517,206493,125,,7/10/2018 19:40,Diesel,Auto_or_Hybrid,Auto,Big,red
1638,Skoda,fortwo,  2007_year ,9/27/2007,,109,2,3618,2103,1435,150437,80,,5/31/2018 9:34,Benzin,Manual,Auto,Mobile,purple
1639,BMW,Insignia,  2002_year ,6/20/2002,,104,2,3627,2125,1462,203308,77,,8/24/2018 13:17,Diesel,Auto_or_Hybrid,Auto,Big,purple
1640,Hyundai,Meriva,  2007_year ,4/17/2008,,127,2,3601,2109,1530,99674,94,,6/4/2018 10:22,Benzin,Manual,Manual,,red
1641,Land Rover,A5,  2003_year ,6/27/2003,,187,2,3505,2258,1428,196449,138,,8/13/2018 11:58,Benzin,Manual,Auto,,red
1642,Nissan,Duster,  2007_year ,2/5/2007,,94,2,3806,2167,1430,95013,70,,5/31/2018 15:33,Benzin,Auto_or_Hybrid,Auto,,red
1643,Honda,911,  2012_year ,3/29/2012,,119,2,3810,2193,1397,24374,88,,7/5/2018 17:57,Benzin,Manual,Auto,,red
1644,Dacia,307,  2002_year ,8/7/2002,,69,2,3634,2426,1451,222397,51,,6/4/2018 13:31,Benzin,Manual,Manual,,brown
1645,Dacia,Yeti,  2011_year ,2/9/2011,,118,2,3708,2208,1691,95047,87,,6/6/2018 13:28,Benzin,Manual,Manual,,red
1646,Suzuki,Touran,  2011_year ,5/10/2011,,169,2,3707,1997,1700,53219,125,,4/24/2018 9:35,Benzin,Auto_or_Hybrid,Auto,,red
1647,Skoda,fortwo,  2006_year ,6/19/2006,,118,2,3573,2405,1435,181641,87,,7/17/2018 12:43,Benzin,Manual,Auto,,brown
1648,Seat,Yaris,  2006_year ,1/31/2006,,107,2,3552,2122,1452,216381,79,,5/5/2018 17:05,Benzin,Manual,Auto,,black
1649,Land Rover,C-Max,  2005_year ,4/22/2005,,205,2,3676,2028,1421,134643,151,,4/10/2018 13:52,Benzin,Auto_or_Hybrid,Auto,,purple
1650,Fiat,Octavia,  2003_year ,8/4/2003,,95,2,3568,2063,1575,161754,70,,5/13/2018 10:07,Diesel,Manual,Manual,,red
1651,Citroen,Qashqai,  2011_year ,2/25/2011,1,168,2,3861,2093,1661,225245,123,,4/22/2018 14:22,Diesel,Auto_or_Hybrid,Auto,,red
1652,Citroen,500,  2009_year ,2/19/2009,,141,2,3528,2012,1418,270183,104,,7/20/2018 11:29,Diesel,Manual,Auto,,brown
1653,Land Rover,A5,  2006_year ,7/6/2006,,151,2,3694,2004,1428,130880,111,,6/3/2018 15:26,Benzin,Manual,Auto,,red
1654,Audi,1er,  2005_year ,6/23/2005,,112,2,3503,2115,1497,63027,83,,4/24/2018 15:16,Benzin,Manual,Manual,,brown
1655,Land Rover,C-Max,  2009_year ,4/16/2010,,100,2,3611,2035,1423,109183,73,,7/18/2018 13:57,Diesel,Manual,Auto,,brown
1656,Audi,1er,  2006_year ,3/9/2006,,114,2,3731,2278,1501,167359,84,,6/9/2018 15:22,Benzin,Manual,Auto,,brown
1657,Land Rover,C-Max,  2001_year ,10/19/2001,,151,2,3611,2375,1427,196774,111,,6/17/2018 18:18,Benzin,Manual,Auto,,purple
1658,Opel,Ibiza,  2007_year ,10/1/2007,,114,2,3670,2325,1467,105520,85,,6/6/2018 19:13,Benzin,Manual,Manual,,red
1659,Citroen,M-Klasse,  2005_year ,2/24/2006,,116,2,3564,2113,1430,269685,86,,6/12/2018 10:45,Benzin,Manual,Manual,,purple
1660,Fiat,C-Klasse,  2013_year ,11/5/2013,,138,2,4119,1914,1459,90376,102,,6/26/2018 15:35,Benzin,Manual,Auto,Big,red
1661,Citroen,207,  2006_year ,1/18/2007,,221,2,3806,2324,1468,102022,164,,8/16/2018 15:34,Diesel,Auto_or_Hybrid,Auto,Big,red
1662,Hyundai,A-Klasse,  2003_year ,11/14/2003,,129,3,3711,1992,1480,337250,95,,4/11/2018 13:08,Benzin,Auto_or_Hybrid,Auto,,purple
1663,Mazda,C4,  2013_year ,10/14/2013,,109,2,3740,2266,1695,38593,80,,7/2/2018 16:13,Benzin,Manual,Manual,,white
1664,Opel,Focus,  2006_year ,10/17/2006,,64,2,3776,2079,1497,20217,47,,8/1/2018 17:24,Benzin,Manual,Manual,,black
1665,Fiat,C5,  2010_year ,11/22/2010,,146,2,4005,2241,1515,101670,108,,7/9/2018 10:56,Diesel,Auto_or_Hybrid,Auto,,red
1666,Honda,Zafira,  2006_year ,9/19/2007,,101,2,3723,2150,1533,153219,73,,6/17/2018 14:35,Benzin,Manual,Auto,,silver
1667,Kia,Evoque,  2011_year ,8/5/2011,,67,1,3497,2182,1488,125320,49,,8/12/2018 16:26,Diesel,Manual,Manual,,white
1668,Kia,A4,  2011_year ,3/7/2011,,156,2,3608,2251,1535,169023,115,,7/11/2018 15:58,Diesel,Manual,Auto,,purple
1669,Audi,Passat,  2004_year ,2/19/2004,,90,2,3489,2278,1437,160360,67,,7/14/2018 9:20,Benzin,Manual,Manual,,silver
1670,Citroen,500,  1999_year ,4/23/1999,,125,2,3484,2157,1415,170966,92,,6/30/2018 8:12,Benzin,Manual,Auto,,silver
1671,Kia,Evoque,  2011_year ,12/29/2011,,85,2,3840,2176,1488,48567,62,,5/29/2018 13:50,Benzin,Manual,Manual,Big,black
1672,Honda,Zafira,  2005_year ,4/21/2005,,141,1,3408,2336,1533,150695,104,,7/20/2018 17:09,Benzin,Manual,Auto,,brown
1673,Mercedes-Benz,Caddy,  2011_year ,6/9/2011,,61,2,3487,1992,1565,88210,46,,4/5/2018 9:26,Benzin,Auto_or_Hybrid,,,silver
1674,BMW,3er,  2001_year ,11/5/2001,,115,2,3477,2024,1444,553485,85,,6/2/2018 13:31,Diesel,Manual,Auto,,purple
1675,Toyota,S 60,  2000_year ,3/6/2000,,94,2,3449,2226,1457,298242,69,,3/31/2018 12:34,Diesel,Manual,,,purple
1676,Dacia,Kuga,  2010_year ,2/18/2010,,131,2,3629,1983,1470,104729,96,,4/22/2018 15:16,Diesel,Manual,Auto,,red
1677,BMW,CR-V,  2005_year ,4/22/2005,,77,2,3718,2284,1485,115139,56,,5/25/2018 12:50,Benzin,Manual,Manual,,black
1678,Citroen,Qashqai,  2012_year ,5/13/2013,1,163,2,4084,1854,1661,45377,119,,5/6/2018 13:38,Benzin,Manual,Auto,Big,red
1679,Citroen,207,  2006_year ,10/26/2006,,186,2,3523,2125,1491,140515,137,,5/7/2018 13:58,Diesel,Auto_or_Hybrid,Auto,Big,red
1680,BMW,3er,  2001_year ,8/7/2001,,95,1,3535,2107,1485,168121,69,,5/6/2018 14:34,Benzin,Manual,Manual,,black
1681,Fiat,C-Klasse,  2010_year ,6/14/2010,,162,2,3698,2159,1459,207501,120,,7/18/2018 14:45,Benzin,Manual,Auto,Big,red
1682,Hyundai,Meriva,  2009_year ,5/18/2009,,92,2,3514,2016,1530,80786,68,,7/3/2018 8:12,Benzin,Manual,Manual,,brown
1683,BMW,206,  2016_year ,2/10/2017,,160,2,4055,1812,1453,11260,117,,6/9/2018 14:18,Benzin,Auto_or_Hybrid,Manual,,white
1684,Honda,911,  2007_year ,11/13/2007,,79,2,3668,2021,1472,98766,58,,5/25/2018 13:26,Benzin,Manual,,,brown
1685,Land Rover,V 70,  2009_year ,5/22/2009,1,221,2,4100,2171,1653,108342,163,,6/3/2018 10:01,Benzin,Manual,Auto,Big,red
1686,Land Rover,A5,  2006_year ,2/7/2006,,169,2,3816,1987,1428,98367,124,,10/14/2018 11:32,Benzin,Manual,Auto,Big,red
1687,Land Rover,Clio,  2013_year ,7/23/2013,,198,2,3825,2065,1391,96228,145,,5/19/2018 13:46,Diesel,Auto_or_Hybrid,Auto,Big,gray
1688,Dacia,Kuga,  2008_year ,12/8/2008,1,122,2,3861,1975,1533,165895,90,,8/22/2018 12:02,Diesel,Manual,Auto,Big,brown
1689,Opel,Ibiza,  2011_year ,11/1/2011,,104,2,3773,2011,1534,270362,77,,6/12/2018 13:43,Diesel,Auto_or_Hybrid,Auto,Big,brown
1690,Kia,Golf V,  2010_year ,12/6/2010,,120,2,3841,2166,1498,152383,89,,6/8/2018 8:20,Diesel,Manual,Auto,Big,red
1691,Mazda,C4,  2010_year ,10/5/2010,,97,1,3509,2149,1695,101157,72,,8/23/2018 12:09,Diesel,Manual,Manual,,red
1692,Kia,E-Klasse,  2008_year ,3/20/2009,,97,2,3785,2399,1624,63394,72,,5/30/2018 13:40,Diesel,Manual,Manual,,silver
1693,Land Rover,A5,  2009_year ,2/6/2009,,193,2,3840,2334,1436,184506,141,,9/13/2018 13:22,Benzin,Auto_or_Hybrid,Auto,Big,brown
1694,BMW,Insignia,  2012_year ,9/18/2012,,148,2,3952,2205,1470,116850,109,,5/9/2018 16:25,Diesel,Manual,Auto,Big,red
1695,Land Rover,Civic,  2009_year ,9/9/2009,,174,2,3584,2180,1463,193243,128,,8/7/2018 13:39,Diesel,Auto_or_Hybrid,Auto,Big,red
1696,Land Rover,A5,  2009_year ,8/25/2009,1,194,2,3863,2097,1427,191972,143,,5/12/2018 10:06,Benzin,Auto_or_Hybrid,Auto,Big,purple
1697,Kia,Golf V,  2011_year ,4/27/2011,,150,2,3876,2092,1520,241214,110,,4/15/2018 11:52,Diesel,Auto_or_Hybrid,Auto,Big,red
1698,BMW,i30,  2012_year ,9/23/2013,,99,2,3881,2281,1861,122578,73,,10/15/2018 17:30,Diesel,Manual,Auto,,gray
1699,Dacia,Kuga,  2007_year ,9/26/2007,,156,2,3693,2221,1451,192831,115,,10/25/2018 12:51,Diesel,Manual,Auto,Mobile,purple
1700,Land Rover,Civic,  2012_year ,4/5/2012,1,268,2,4439,1908,1461,102236,197,,5/21/2018 17:49,Diesel,Auto_or_Hybrid,Auto,Big,white
1701,Renault,Golf VII,  2008_year ,9/10/2009,,102,1,3635,2067,1535,74038,76,,8/18/2018 12:07,Benzin,Manual,Auto,,brown
1702,Seat,Yaris,  2005_year ,7/11/2005,,125,1,3607,2033,1452,220390,91,,6/25/2018 16:58,Diesel,Manual,Auto,,brown
1703,Land Rover,Civic,  2013_year ,9/18/2013,,169,2,3918,2214,1461,185306,124,,5/2/2018 16:34,Diesel,Auto_or_Hybrid,Auto,Big,red
1704,Honda,911,  2008_year ,12/19/2008,,114,2,3782,2120,1472,131988,84,,4/25/2018 10:34,Benzin,Manual,Auto,,brown
1705,BMW,CR-V,  2005_year ,4/21/2005,,64,2,3440,2197,1485,145997,47,,8/2/2018 16:05,Benzin,Manual,Manual,,brown
1706,Honda,Zafira,  2004_year ,9/29/2004,,116,2,3588,2053,1544,114443,84,,4/14/2018 17:22,Diesel,Manual,Manual,,yellow
1707,Fiat,Corsa,  2013_year ,2/11/2014,1,225,2,4409,1969,1796,81063,165,,3/31/2018 14:19,Diesel,Auto_or_Hybrid,Auto,Big,red
1708,BMW,Q5,  2011_year ,5/31/2011,,76,2,3826,1945,1480,99833,56,,5/13/2018 12:28,Benzin,Manual,Auto,Big,silver
1709,Land Rover,V 70,  2013_year ,7/4/2013,1,202,2,4161,2064,1655,147569,148,,8/29/2018 16:31,Benzin,Auto_or_Hybrid,Auto,Big,white
1710,Citroen,Qashqai,  2014_year ,2/12/2014,1,201,2,4257,1811,1661,124876,147,,10/20/2018 15:53,Diesel,Auto_or_Hybrid,Auto,Big,red
1711,Fiat,C5,  2013_year ,7/9/2013,,212,2,4234,2121,1397,135298,155,,7/31/2018 11:46,Diesel,Auto_or_Hybrid,Auto,Big,brown
1712,Citroen,M-Klasse,  2014_year ,10/7/2014,,117,2,3689,2165,1421,57241,86,,7/19/2018 17:31,Benzin,Manual,Manual,,red
1713,Mazda,C4,  2010_year ,11/18/2010,,111,2,3684,2002,1695,54787,82,,6/28/2018 12:24,Diesel,Manual,Manual,,white
1714,Audi,Sharan,  2004_year ,5/26/2004,,113,2,3439,2240,1601,105732,83,,8/11/2018 17:45,Benzin,Manual,Auto,Big,brown
1715,Hyundai,Meriva,  2005_year ,6/9/2005,,84,2,3546,2130,1500,162657,61,,6/1/2018 18:27,Benzin,Manual,Manual,,silver
1716,BMW,Twingo,  2013_year ,7/18/2013,1,195,2,3972,1887,1703,32723,143,,5/6/2018 10:01,Benzin,Manual,Manual,,beige
1717,BMW,CR-V,  2007_year ,2/13/2007,,87,1,3779,2357,1513,172039,65,,5/24/2018 10:39,Benzin,Manual,Manual,,silver
1718,Land Rover,A5,  2004_year ,3/1/2005,1,199,1,3739,2166,1427,253323,146,,6/20/2018 17:07,Diesel,Manual,Auto,Big,red
1719,Opel,Ibiza,  2008_year ,6/19/2008,,125,2,3471,2169,1458,121968,93,,7/9/2018 13:46,Benzin,Manual,Auto,,black
1720,Toyota,S 60,  2014_year ,6/24/2014,,102,2,3728,1919,1454,64178,75,,5/21/2018 15:36,Benzin,Auto_or_Hybrid,Manual,Big,white
1721,Audi,Passat,  2012_year ,11/27/2012,,65,2,3687,2134,1481,87932,48,,7/24/2018 10:01,Benzin,Manual,Manual,,red
1722,BMW,Q5,  2010_year ,6/2/2010,,121,2,3699,2326,1480,133899,90,,9/15/2018 17:31,Benzin,Manual,Auto,,purple
1723,MINI,Astra,  2012_year ,9/10/2012,1,213,2,3949,1920,1365,138640,157,,9/27/2018 15:28,Diesel,Auto_or_Hybrid,Auto,Big,black
1724,Kia,Evoque,  2014_year ,6/30/2014,,95,1,3881,2332,1488,27735,71,,7/21/2018 9:30,Benzin,Manual,Manual,,brown
1725,Citroen,M-Klasse,  2004_year ,8/24/2004,,131,2,3804,2383,1430,219532,96,,6/12/2018 8:23,Benzin,Manual,Auto,Big,brown
1726,Toyota,Vectra,  2013_year ,5/6/2013,,85,2,3616,2031,1445,196531,62,,5/20/2018 16:19,Diesel,Manual,Auto,,brown
1727,Toyota,Vectra,  2008_year ,6/30/2008,,93,1,3735,2077,1441,178862,69,,7/23/2018 11:44,Benzin,Manual,Manual,,red
1728,Suzuki,Touran,  2010_year ,7/23/2010,,130,2,3585,2360,1496,110289,96,,6/4/2018 14:19,Benzin,Manual,Auto,,purple
1729,BMW,5,  2004_year ,11/8/2004,,105,2,3689,2168,1652,177194,77,,9/17/2018 9:30,Benzin,Auto_or_Hybrid,Manual,,brown
1730,Nissan,Duster,  2011_year ,9/27/2011,,153,2,3757,1909,1460,83403,112,,6/8/2018 16:43,Benzin,Manual,Auto,,red
1731,Dacia,T5,  2011_year ,5/20/2011,,177,2,3687,1989,1510,93936,130,,6/11/2018 9:21,Benzin,Manual,Auto,,brown
1732,BMW,CR-V,  2005_year ,8/11/2005,,70,2,3758,2259,1485,125781,52,,5/10/2018 16:37,Benzin,Manual,Auto,,red
1733,Peugeot,Golf IV,  2015_year ,5/13/2015,,185,2,4026,2092,1590,14518,136,,6/15/2018 13:27,Benzin,Manual,Auto,Big,gray
1734,Opel,ix35,  2008_year ,7/10/2008,,65,2,3695,2049,1470,90132,48,,4/2/2018 15:43,Benzin,Manual,Manual,,purple
1735,Citroen,M-Klasse,  2005_year ,7/15/2005,,134,2,3615,2009,1430,163308,98,,7/26/2018 16:52,Benzin,Manual,Auto,Mobile,brown
1736,Citroen,Qashqai,  2005_year ,1/9/2006,1,152,2,3484,2365,1674,282568,111,,4/4/2018 17:58,Diesel,Manual,Auto,,brown
1737,Opel,ix35,  2010_year ,8/10/2010,,59,2,3476,2316,1470,35241,44,,4/29/2018 14:01,Benzin,Manual,Manual,,black
1738,Land Rover,A5,  2008_year ,5/15/2008,,167,2,3726,2180,1427,202808,123,,8/24/2018 14:33,Benzin,Manual,Auto,Big,brown
1739,Fiat,C5,  2008_year ,10/23/2008,,162,2,3715,2308,1483,277739,120,,6/23/2018 9:05,Diesel,Auto_or_Hybrid,Auto,Big,purple
1740,Land Rover,A5,  2003_year ,8/12/2003,,148,1,3526,2195,1428,282643,109,,4/14/2018 15:49,Benzin,Manual,Auto,,red
1741,Kia,A4,  2010_year ,5/3/2010,,121,2,3813,2245,1510,88416,89,,7/29/2018 14:05,Benzin,Manual,Auto,,silver
1742,Kia,A4,  2008_year ,12/11/2008,,112,2,3633,2184,1500,380880,82,,8/11/2018 11:19,Diesel,Manual,Auto,Big,red
1743,BMW,??,  2015_year ,10/29/2015,,256,2,4452,1736,1467,14055,189,,10/11/2018 14:03,Benzin,Auto_or_Hybrid,Auto,,purple
1744,Audi,RAV 4,  2010_year ,5/7/2010,,138,2,3756,2221,1710,129242,102,,8/13/2018 9:26,Diesel,Manual,Auto,Big,white
1745,Land Rover,A5,  2005_year ,7/28/2005,,158,2,3806,2149,1427,156346,116,,7/15/2018 10:41,Diesel,Manual,Auto,,silver
1746,Toyota,Vectra,  2015_year ,6/8/2015,,110,2,3723,2348,1445,104998,81,,10/4/2018 12:45,Benzin,Manual,Auto,Big,white
1747,Citroen,B-Klasse,  2007_year ,5/31/2007,1,258,2,3818,2018,1766,180200,190,,5/6/2018 12:42,Diesel,Auto_or_Hybrid,Auto,Big,red
1748,Volkswagen,Tiguan,  2014_year ,5/22/2014,,109,2,3622,2318,1485,131061,80,,5/6/2018 18:39,Diesel,Manual,Auto,Big,white
1749,BMW,Twingo,  2017_year ,10/2/2017,1,182,2,4331,1964,1643,17502,134,,11/5/2018 10:17,Benzin,Auto_or_Hybrid,Auto,Big,red
1750,Smart,Punto,  2005_year ,10/28/2005,,114,2,3467,2084,1408,88641,84,,5/1/2018 11:09,Benzin,Manual,Manual,,silver
1751,Land Rover,A5,  2010_year ,2/24/2010,,143,2,3848,2228,1427,73452,105,,6/10/2018 10:37,Diesel,Auto_or_Hybrid,Auto,,brown
